,ano,pais,quantidade_exportacao,valor_exportacao,us$/l
1265,2010,Jamaica,0,0,0.0
1266,2011,Jamaica,0,0,0.0
1267,2012,Jamaica,0,0,0.0
1268,2013,Jamaica,0,0,0.0
1269,2014,Jamaica,0,0,0.0
1270,2015,Jamaica,0,0,0.0
1271,2016,Jamaica,0,0,0.0
1272,2017,Jamaica,0,0,0.0
1273,2018,Jamaica,0,0,0.0
1274,2019,Jamaica,0,0,0.0
1275,2020,Jamaica,0,0,0.0
1276,2021,Jamaica,0,0,0.0
1277,2022,Jamaica,0,0,0.0
1278,2023,Jamaica,0,0,0.0
1279,2024,Jamaica,0,0,0.0
1281,2010,Japao,112178,74628,0.6652641337873736
1282,2011,Japao,100835,144662,1.4346407497396738
1283,2012,Japao,29281,116961,3.994433250230525
1284,2013,Japao,91988,429088,4.664608427186154
1285,2014,Japao,106426,401774,3.7751489297728
1286,2015,Japao,31597,87853,2.7804221919802514
1287,2016,Japao,34341,90954,2.648554206342273
1288,2017,Japao,33909,92886,2.739272759444395
1289,2018,Japao,36992,112342,3.036926903114187
1290,2019,Japao,40621,99642,2.45296767681741
1291,2020,Japao,36442,92674,2.5430547170846824
1292,2021,Japao,39491,90275,2.285963890506698
1293,2022,Japao,37324,82208,2.202550637659415
1294,2023,Japao,22942,57780,2.5185249760265016
1295,2024,Japao,29320,66956,2.2836289222373805
1297,2010,Jordania,0,0,0.0
1298,2011,Jordania,0,0,0.0
1299,2012,Jordania,0,0,0.0
1300,2013,Jordania,0,0,0.0
1301,2014,Jordania,0,0,0.0
1302,2015,Jordania,0,0,0.0
1303,2016,Jordania,0,0,0.0
1304,2017,Jordania,0,0,0.0
1305,2018,Jordania,0,0,0.0
1306,2019,Jordania,0,0,0.0
1307,2020,Jordania,12,52,4.333333333333333
1308,2021,Jordania,0,0,0.0
1309,2022,Jordania,0,0,0.0
1310,2023,Jordania,0,0,0.0
1311,2024,Jordania,0,0,0.0
1313,2010,Letonia,0,0,0.0
1314,2011,Letonia,0,0,0.0
1315,2012,Letonia,0,0,0.0
1316,2013,Letonia,0,0,0.0
1317,2014,Letonia,0,0,0.0
1318,2015,Letonia,0,0,0.0
1319,2016,Letonia,0,0,0.0
1320,2017,Letonia,387,3723,9.62015503875969
1321,2018,Letonia,0,0,0.0
1322,2019,Letonia,0,0,0.0
1323,2020,Letonia,0,0,0.0
1324,2021,Letonia,0,0,0.0
1325,2022,Letonia,0,0,0.0
1326,2023,Letonia,8,8,1.0
1327,2024,Letonia,33273,144229,4.334715835662549
1329,2010,Libano,0,0,0.0
1330,2011,Libano,0,0,0.0
1331,2012,Libano,0,0,0.0
1332,2013,Libano,0,0,0.0
1333,2014,Libano,0,0,0.0
1334,2015,Libano,0,0,0.0
1335,2016,Libano,0,0,0.0
1336,2017,Libano,0,0,0.0
1337,2018,Libano,0,0,0.0
1338,2019,Libano,0,0,0.0
1339,2020,Libano,0,0,0.0
1340,2021,Libano,0,0,0.0
1341,2022,Libano,0,0,0.0
1342,2023,Libano,0,0,0.0
1343,2024,Libano,0,0,0.0
1345,2010,Liberia,0,0,0.0
1346,2011,Liberia,0,0,0.0
1347,2012,Liberia,0,0,0.0
1348,2013,Liberia,0,0,0.0
1349,2014,Liberia,0,0,0.0
1350,2015,Liberia,0,0,0.0
1351,2016,Liberia,0,0,0.0
1352,2017,Liberia,0,0,0.0
1353,2018,Liberia,658,3100,4.711246200607903
1354,2019,Liberia,4441,20068,4.518802071605494
1355,2020,Liberia,5155,17624,3.4188166828322015
1356,2021,Liberia,7554,23060,3.0526873179772305
1357,2022,Liberia,9145,34815,3.8069983597594312
1358,2023,Liberia,39784,42463,1.0673386285944098
1359,2024,Liberia,12024,38576,3.2082501663339986
1361,2010,Luxemburgo,7344,32549,4.432053376906318
1362,2011,Luxemburgo,9547,65592,6.870430501728292
1363,2012,Luxemburgo,2444,16547,6.7704582651391165
1364,2013,Luxemburgo,5135,29474,5.7398247322297955
1365,2014,Luxemburgo,8281,52400,6.327738195870064
1366,2015,Luxemburgo,2295,17358,7.563398692810457
1367,2016,Luxemburgo,2759,21426,7.765857194635737
1368,2017,Luxemburgo,2719,21947,8.071717543214417
1369,2018,Luxemburgo,1778,11053,6.216535433070866
1370,2019,Luxemburgo,1666,11211,6.729291716686674
1371,2020,Luxemburgo,1086,5110,4.705340699815838
1372,2021,Luxemburgo,0,0,0.0
1373,2022,Luxemburgo,36,802,22.27777777777778
1374,2023,Luxemburgo,581,7048,12.130808950086058
1375,2024,Luxemburgo,72,832,11.555555555555555
1377,2010,Macau,0,0,0.0
1378,2011,Macau,0,0,0.0
1379,2012,Macau,0,0,0.0
1380,2013,Macau,0,0,0.0
1381,2014,Macau,0,0,0.0
1382,2015,Macau,0,0,0.0
1383,2016,Macau,0,0,0.0
1384,2017,Macau,0,0,0.0
1385,2018,Macau,0,0,0.0
1386,2019,Macau,0,0,0.0
1387,2020,Macau,0,0,0.0
1388,2021,Macau,0,0,0.0
1389,2022,Macau,0,0,0.0
1390,2023,Macau,7,6,0.8571428571428571
1391,2024,Macau,0,0,0.0
1393,2010,Malasia,0,0,0.0
1394,2011,Malasia,0,0,0.0
1395,2012,Malasia,0,0,0.0
1396,2013,Malasia,0,0,0.0
1397,2014,Malasia,0,0,0.0
1398,2015,Malasia,0,0,0.0
1399,2016,Malasia,0,0,0.0
1400,2017,Malasia,0,0,0.0
1401,2018,Malasia,15,33,2.2
1402,2019,Malasia,48,110,2.2916666666666665
1403,2020,Malasia,0,0,0.0
1404,2021,Malasia,0,0,0.0
1405,2022,Malasia,0,0,0.0
1406,2023,Malasia,0,0,0.0
1407,2024,Malasia,0,0,0.0
1409,2010,Malavi,0,0,0.0
1410,2011,Malavi,0,0,0.0
1411,2012,Malavi,0,0,0.0
1412,2013,Malavi,0,0,0.0
1413,2014,Malavi,0,0,0.0
1414,2015,Malavi,0,0,0.0
1415,2016,Malavi,0,0,0.0
1416,2017,Malavi,0,0,0.0
1417,2018,Malavi,0,0,0.0
1418,2019,Malavi,0,0,0.0
1419,2020,Malavi,0,0,0.0
1420,2021,Malavi,0,0,0.0
1421,2022,Malavi,0,0,0.0
1422,2023,Malavi,3660,6252,1.7081967213114755
1423,2024,Malavi,0,0,0.0
1425,2010,Malta,0,0,0.0
1426,2011,Malta,0,0,0.0
1427,2012,Malta,0,0,0.0
1428,2013,Malta,0,0,0.0
1429,2014,Malta,0,0,0.0
1430,2015,Malta,0,0,0.0
1431,2016,Malta,0,0,0.0
1432,2017,Malta,0,0,0.0
1433,2018,Malta,503,1192,2.3697813121272366
1434,2019,Malta,3661,8828,2.4113630155695165
1435,2020,Malta,3490,9688,2.7759312320916907
1436,2021,Malta,3441,15454,4.491136297587911
1437,2022,Malta,3127,15587,4.984649824112568
1438,2023,Malta,6561,24199,3.6883097088858405
1439,2024,Malta,6302,16586,2.631862900666455
1441,2010,Ilhas Marshall,0,0,0.0
1442,2011,Ilhas Marshall,0,0,0.0
1443,2012,Ilhas Marshall,0,0,0.0
1444,2013,Ilhas Marshall,0,0,0.0
1445,2014,Ilhas Marshall,0,0,0.0
1446,2015,Ilhas Marshall,0,0,0.0
1447,2016,Ilhas Marshall,0,0,0.0
1448,2017,Ilhas Marshall,0,0,0.0
1449,2018,Ilhas Marshall,923,2436,2.639219934994583
1450,2019,Ilhas Marshall,7276,15786,2.1695986805937326
1451,2020,Ilhas Marshall,6270,19639,3.1322169059011165
1452,2021,Ilhas Marshall,8644,22561,2.610018509949098
1453,2022,Ilhas Marshall,7240,27178,3.753867403314917
1454,2023,Ilhas Marshall,7417,31691,4.272751786436564
1455,2024,Ilhas Marshall,5628,23195,4.12135749822317
1457,2010,Martinica,0,0,0.0
1458,2011,Martinica,0,0,0.0
1459,2012,Martinica,0,0,0.0
1460,2013,Martinica,0,0,0.0
1461,2014,Martinica,0,0,0.0
1462,2015,Martinica,0,0,0.0
1463,2016,Martinica,0,0,0.0
1464,2017,Martinica,0,0,0.0
1465,2018,Martinica,0,0,0.0
1466,2019,Martinica,0,0,0.0
1467,2020,Martinica,0,0,0.0
1468,2021,Martinica,0,0,0.0
1469,2022,Martinica,0,0,0.0
1470,2023,Martinica,9,31,3.4444444444444446
1471,2024,Martinica,0,0,0.0
1473,2010,Mauritania,0,0,0.0
1474,2011,Mauritania,0,0,0.0
1475,2012,Mauritania,0,0,0.0
1476,2013,Mauritania,0,0,0.0
1477,2014,Mauritania,0,0,0.0
1478,2015,Mauritania,0,0,0.0
1479,2016,Mauritania,0,0,0.0
1480,2017,Mauritania,0,0,0.0
1481,2018,Mauritania,0,0,0.0
1482,2019,Mauritania,0,0,0.0
1483,2020,Mauritania,0,0,0.0
1484,2021,Mauritania,9,85,9.444444444444445
1485,2022,Mauritania,0,0,0.0
1486,2023,Mauritania,0,0,0.0
1487,2024,Mauritania,0,0,0.0
1489,2010,Mexico,0,0,0.0
1490,2011,Mexico,1350,7200,5.333333333333333
1491,2012,Mexico,0,0,0.0
1492,2013,Mexico,0,0,0.0
1493,2014,Mexico,1521,24336,16.0
1494,2015,Mexico,0,0,0.0
1495,2016,Mexico,0,0,0.0
1496,2017,Mexico,664,2292,3.4518072289156625
1497,2018,Mexico,2748,9744,3.5458515283842793
1498,2019,Mexico,4,4,1.0
1499,2020,Mexico,24,226,9.416666666666666
1500,2021,Mexico,9,2,0.2222222222222222
1501,2022,Mexico,6,33,5.5
1502,2023,Mexico,3,19,6.333333333333333
1503,2024,Mexico,2277,7938,3.486166007905138
1505,2010,Mocambique,0,0,0.0
1506,2011,Mocambique,0,0,0.0
1507,2012,Mocambique,0,0,0.0
1508,2013,Mocambique,0,0,0.0
1509,2014,Mocambique,0,0,0.0
1510,2015,Mocambique,0,0,0.0
1511,2016,Mocambique,0,0,0.0
1512,2017,Mocambique,0,0,0.0
1513,2018,Mocambique,0,0,0.0
1514,2019,Mocambique,0,0,0.0
1515,2020,Mocambique,0,0,0.0
1516,2021,Mocambique,0,0,0.0
1517,2022,Mocambique,383,1927,5.031331592689295
1518,2023,Mocambique,0,0,0.0
1519,2024,Mocambique,0,0,0.0
1521,2010,Montenegro,0,0,0.0
1522,2011,Montenegro,0,0,0.0
1523,2012,Montenegro,0,0,0.0
1524,2013,Montenegro,0,0,0.0
1525,2014,Montenegro,0,0,0.0
1526,2015,Montenegro,0,0,0.0
1527,2016,Montenegro,0,0,0.0
1528,2017,Montenegro,0,0,0.0
1529,2018,Montenegro,0,0,0.0
1530,2019,Montenegro,9,46,5.111111111111111
1531,2020,Montenegro,9,20,2.2222222222222223
1532,2021,Montenegro,14,65,4.642857142857143
1533,2022,Montenegro,0,0,0.0
1534,2023,Montenegro,0,0,0.0
1535,2024,Montenegro,0,0,0.0
1537,2010,Namibia,0,0,0.0
1538,2011,Namibia,0,0,0.0
1539,2012,Namibia,0,0,0.0
1540,2013,Namibia,0,0,0.0
1541,2014,Namibia,0,0,0.0
1542,2015,Namibia,0,0,0.0
1543,2016,Namibia,0,0,0.0
1544,2017,Namibia,0,0,0.0
1545,2018,Namibia,0,0,0.0
1546,2019,Namibia,0,0,0.0
1547,2020,Namibia,0,0,0.0
1548,2021,Namibia,0,0,0.0
1549,2022,Namibia,0,0,0.0
1550,2023,Namibia,0,0,0.0
1551,2024,Namibia,0,0,0.0
1553,2010,Nicaragua,0,0,0.0
1554,2011,Nicaragua,0,0,0.0
1555,2012,Nicaragua,0,0,0.0
1556,2013,Nicaragua,0,0,0.0
1557,2014,Nicaragua,0,0,0.0
1558,2015,Nicaragua,0,0,0.0
1559,2016,Nicaragua,0,0,0.0
1560,2017,Nicaragua,0,0,0.0
1561,2018,Nicaragua,0,0,0.0
1562,2019,Nicaragua,0,0,0.0
1563,2020,Nicaragua,0,0,0.0
1564,2021,Nicaragua,0,0,0.0
1565,2022,Nicaragua,0,0,0.0
1566,2023,Nicaragua,0,0,0.0
1567,2024,Nicaragua,0,0,0.0
1569,2010,Nigeria,0,0,0.0
1570,2011,Nigeria,54,210,3.888888888888889
1571,2012,Nigeria,6449,10196,1.5810203132268568
1572,2013,Nigeria,1350,2245,1.662962962962963
1573,2014,Nigeria,0,0,0.0
1574,2015,Nigeria,0,0,0.0
1575,2016,Nigeria,0,0,0.0
1576,2017,Nigeria,0,0,0.0
1577,2018,Nigeria,5175,6250,1.2077294685990339
1578,2019,Nigeria,28437,38555,1.355804058093329
1579,2020,Nigeria,12094,26514,2.192326773606747
1580,2021,Nigeria,68247,113172,1.6582706932172844
1581,2022,Nigeria,32234,50283,1.5599367127877397
1582,2023,Nigeria,10800,16464,1.5244444444444445
1583,2024,Nigeria,808,2052,2.5396039603960396
1585,2010,Noruega,0,0,0.0
1586,2011,Noruega,10268,78688,7.663420335021426
1587,2012,Noruega,5104,31515,6.174568965517241
1588,2013,Noruega,2375,19008,8.003368421052631
1589,2014,Noruega,7179,50464,7.02939128012258
1590,2015,Noruega,1058,6021,5.690926275992439
1591,2016,Noruega,0,0,0.0
1592,2017,Noruega,0,0,0.0
1593,2018,Noruega,1295,9847,7.603861003861004
1594,2019,Noruega,628,3139,4.998407643312102
1595,2020,Noruega,1859,15134,8.140935987089833
1596,2021,Noruega,1878,8320,4.43024494142705
1597,2022,Noruega,2711,40316,14.871265215787533
1598,2023,Noruega,861,4243,4.9279907084785135
1599,2024,Noruega,309,2185,7.0711974110032365
1601,2010,Nova Caledonia,0,0,0.0
1602,2011,Nova Caledonia,0,0,0.0
1603,2012,Nova Caledonia,0,0,0.0
1604,2013,Nova Caledonia,0,0,0.0
1605,2014,Nova Caledonia,0,0,0.0
1606,2015,Nova Caledonia,0,0,0.0
1607,2016,Nova Caledonia,0,0,0.0
1608,2017,Nova Caledonia,0,0,0.0
1609,2018,Nova Caledonia,0,0,0.0
1610,2019,Nova Caledonia,0,0,0.0
1611,2020,Nova Caledonia,0,0,0.0
1612,2021,Nova Caledonia,7227,11924,1.6499238964992389
1613,2022,Nova Caledonia,0,0,0.0
1614,2023,Nova Caledonia,0,0,0.0
1615,2024,Nova Caledonia,0,0,0.0
1617,2010,Nova Zelandia,0,0,0.0
1618,2011,Nova Zelandia,2587,7992,3.0892926169308077
1619,2012,Nova Zelandia,2364,8817,3.729695431472081
1620,2013,Nova Zelandia,1004,4092,4.075697211155378
1621,2014,Nova Zelandia,2800,13675,4.883928571428571
1622,2015,Nova Zelandia,809,3476,4.296662546353523
1623,2016,Nova Zelandia,504,9472,18.793650793650794
1624,2017,Nova Zelandia,1678,8140,4.851013110846245
1625,2018,Nova Zelandia,969,5565,5.743034055727554
1626,2019,Nova Zelandia,500,2832,5.664
1627,2020,Nova Zelandia,95,515,5.421052631578948
1628,2021,Nova Zelandia,657,10477,15.946727549467276
1629,2022,Nova Zelandia,63,156,2.4761904761904763
1630,2023,Nova Zelandia,338,7177,21.233727810650887
1631,2024,Nova Zelandia,0,0,0.0
1633,2010,Oma,0,0,0.0
1634,2011,Oma,0,0,0.0
1635,2012,Oma,0,0,0.0
1636,2013,Oma,0,0,0.0
1637,2014,Oma,0,0,0.0
1638,2015,Oma,0,0,0.0
1639,2016,Oma,0,0,0.0
1640,2017,Oma,0,0,0.0
1641,2018,Oma,0,0,0.0
1642,2019,Oma,0,0,0.0
1643,2020,Oma,0,0,0.0
1644,2021,Oma,0,0,0.0
1645,2022,Oma,194,670,3.4536082474226806
1646,2023,Oma,0,0,0.0
1647,2024,Oma,0,0,0.0
1649,2010,Holanda,87368,302182,3.458726307114733
1650,2011,Holanda,125414,395356,3.152407227263304
1651,2012,Holanda,134879,539641,4.000926756574411
1652,2013,Holanda,57792,255690,4.4243147840531565
1653,2014,Holanda,165289,773767,4.681297606011289
1654,2015,Holanda,44987,186464,4.1448418431991465
1655,2016,Holanda,42953,190203,4.428165669452658
1656,2017,Holanda,0,0,0.0
1657,2018,Holanda,9451,32395,3.4276796106232146
1658,2019,Holanda,44882,148031,3.2982264604964127
1659,2020,Holanda,248,1532,6.17741935483871
1660,2021,Holanda,3791,8484,2.23793194407808
1661,2022,Holanda,7034,37240,5.294284901905033
1662,2023,Holanda,2244,4958,2.2094474153297683
1663,2024,Holanda,3074,22785,7.412166558230319
1665,2010,Palau,0,0,0.0
1666,2011,Palau,0,0,0.0
1667,2012,Palau,0,0,0.0
1668,2013,Palau,0,0,0.0
1669,2014,Palau,0,0,0.0
1670,2015,Palau,0,0,0.0
1671,2016,Palau,0,0,0.0
1672,2017,Palau,0,0,0.0
1673,2018,Palau,0,0,0.0
1674,2019,Palau,0,0,0.0
1675,2020,Palau,0,0,0.0
1676,2021,Palau,0,0,0.0
1677,2022,Palau,0,0,0.0
1678,2023,Palau,45,143,3.1777777777777776
1679,2024,Palau,30,320,10.666666666666666
1681,2010,Panama,0,0,0.0
1682,2011,Panama,0,0,0.0
1683,2012,Panama,39,2262,58.0
1684,2013,Panama,0,0,0.0
1685,2014,Panama,0,0,0.0
1686,2015,Panama,0,0,0.0
1687,2016,Panama,0,0,0.0
1688,2017,Panama,0,0,0.0
1689,2018,Panama,1183,3117,2.6348267117497888
1690,2019,Panama,7918,29017,3.6646880525385197
1691,2020,Panama,10821,28372,2.621938822659643
1692,2021,Panama,29520,48444,1.6410569105691057
1693,2022,Panama,11490,49392,4.298694516971279
1694,2023,Panama,14785,68173,4.610957051065268
1695,2024,Panama,121432,97549,0.8033220238487384
1697,2010,Paraguai,510989,449197,0.8790737178295424
1698,2011,Paraguai,240168,276281,1.150365577429133
1699,2012,Paraguai,354824,428279,1.2070181272969134
1700,2013,Paraguai,481564,680828,1.413785083602595
1701,2014,Paraguai,521847,908028,1.7400272493661935
1702,2015,Paraguai,495428,741370,1.4964232946058762
1703,2016,Paraguai,985739,1655417,1.6793664448702952
1704,2017,Paraguai,2393468,4274650,1.7859649679878737
1705,2018,Paraguai,3234168,5494321,1.6988359912039201
1706,2019,Paraguai,2419537,3826587,1.5815368808164538
1707,2020,Paraguai,3299013,3869243,1.1728486671619662
1708,2021,Paraguai,6522527,7192362,1.1026956270169521
1709,2022,Paraguai,5076670,7156293,1.4096431322106815
1710,2023,Paraguai,3780378,5517263,1.4594474414992362
1711,2024,Paraguai,3705268,5121857,1.3823175543577415
1713,2010,Peru,0,0,0.0
1714,2011,Peru,0,0,0.0
1715,2012,Peru,0,0,0.0
1716,2013,Peru,0,0,0.0
1717,2014,Peru,0,0,0.0
1718,2015,Peru,0,0,0.0
1719,2016,Peru,0,0,0.0
1720,2017,Peru,0,0,0.0
1721,2018,Peru,5193,19372,3.7304063161948777
1722,2019,Peru,9755,17310,1.7744746283956945
1723,2020,Peru,0,0,0.0
1724,2021,Peru,9720,17107,1.7599794238683129
1725,2022,Peru,0,0,0.0
1726,2023,Peru,47277,84282,1.7827273304143665
1727,2024,Peru,0,0,0.0
1729,2010,Pitcairn,0,0,0.0
1730,2011,Pitcairn,0,0,0.0
1731,2012,Pitcairn,0,0,0.0
1732,2013,Pitcairn,0,0,0.0
1733,2014,Pitcairn,0,0,0.0
1734,2015,Pitcairn,0,0,0.0
1735,2016,Pitcairn,0,0,0.0
1736,2017,Pitcairn,0,0,0.0
1737,2018,Pitcairn,0,0,0.0
1738,2019,Pitcairn,0,0,0.0
1739,2020,Pitcairn,0,0,0.0
1740,2021,Pitcairn,0,0,0.0
1741,2022,Pitcairn,0,0,0.0
1742,2023,Pitcairn,11,22,2.0
1743,2024,Pitcairn,0,0,0.0
1745,2010,Polonia,20464,95198,4.651974198592651
1746,2011,Polonia,11732,50684,4.320150017047392
1747,2012,Polonia,21663,89158,4.1156811152656605
1748,2013,Polonia,19249,90960,4.725440282612084
1749,2014,Polonia,30181,107957,3.576985520691826
1750,2015,Polonia,11654,42781,3.6709284365882957
1751,2016,Polonia,11457,35402,3.0899886532251024
1752,2017,Polonia,0,0,0.0
1753,2018,Polonia,720,4679,6.498611111111111
1754,2019,Polonia,5,11,2.2
1755,2020,Polonia,74,86,1.162162162162162
1756,2021,Polonia,4,14,3.5
1757,2022,Polonia,0,0,0.0
1758,2023,Polonia,298,590,1.9798657718120805
1759,2024,Polonia,0,0,0.0
1761,2010,Porto Rico,0,0,0.0
1762,2011,Porto Rico,0,0,0.0
1763,2012,Porto Rico,0,0,0.0
1764,2013,Porto Rico,0,0,0.0
1765,2014,Porto Rico,0,0,0.0
1766,2015,Porto Rico,0,0,0.0
1767,2016,Porto Rico,0,0,0.0
1768,2017,Porto Rico,0,0,0.0
1769,2018,Porto Rico,0,0,0.0
1770,2019,Porto Rico,0,0,0.0
1771,2020,Porto Rico,0,0,0.0
1772,2021,Porto Rico,0,0,0.0
1773,2022,Porto Rico,0,0,0.0
1774,2023,Porto Rico,0,0,0.0
1775,2024,Porto Rico,0,0,0.0
1777,2010,Portugal,4577,18970,4.144636224601268
1778,2011,Portugal,95,1031,10.852631578947369
1779,2012,Portugal,47172,47022,0.9968201475451539
1780,2013,Portugal,23810,17627,0.7403191936161276
1781,2014,Portugal,71544,79141,1.1061864027731187
1782,2015,Portugal,47736,42586,0.8921149656443774
1783,2016,Portugal,0,0,0.0
1784,2017,Portugal,0,0,0.0
1785,2018,Portugal,0,0,0.0
1786,2019,Portugal,18328,72413,3.9509493670886076
1787,2020,Portugal,7958,34518,4.337521990449861
1788,2021,Portugal,6358,42633,6.705410506448569
1789,2022,Portugal,1918,7613,3.9692387904066737
1790,2023,Portugal,13742,46311,3.3700334740212488
1791,2024,Portugal,26340,50923,1.9332953682611997
1793,2010,Quenia,0,0,0.0
1794,2011,Quenia,0,0,0.0
1795,2012,Quenia,94,458,4.872340425531915
1796,2013,Quenia,6,4,0.6666666666666666
1797,2014,Quenia,0,0,0.0
1798,2015,Quenia,0,0,0.0
1799,2016,Quenia,0,0,0.0
1800,2017,Quenia,0,0,0.0
1801,2018,Quenia,6771,31225,4.611578791906661
1802,2019,Quenia,0,0,0.0
1803,2020,Quenia,0,0,0.0
1804,2021,Quenia,0,0,0.0
1805,2022,Quenia,1440,2080,1.4444444444444444
1806,2023,Quenia,0,0,0.0
1807,2024,Quenia,0,0,0.0
1809,2010,Reino Unido,123624,295690,2.3918494790655536
1810,2011,Reino Unido,122629,285642,2.329318513565307
1811,2012,Reino Unido,82937,334856,4.037474227425636
1812,2013,Reino Unido,59161,305005,5.155507851456195
1813,2014,Reino Unido,305807,1373747,4.492202598370868
1814,2015,Reino Unido,68382,308407,4.510061127197216
1815,2016,Reino Unido,117044,536681,4.585292710433683
1816,2017,Reino Unido,60711,242883,4.000642387705688
1817,2018,Reino Unido,67708,296827,4.383928043953447
1818,2019,Reino Unido,34295,164592,4.799300189532001
1819,2020,Reino Unido,22913,82722,3.610264915113691
1820,2021,Reino Unido,25316,122394,4.834650023700426
1821,2022,Reino Unido,18835,138154,7.334961507831165
1822,2023,Reino Unido,11326,84547,7.464859615045029
1823,2024,Reino Unido,14780,106713,7.220094722598105
1825,2010,Republica Dominicana,0,0,0.0
1826,2011,Republica Dominicana,0,0,0.0
1827,2012,Republica Dominicana,0,0,0.0
1828,2013,Republica Dominicana,0,0,0.0
1829,2014,Republica Dominicana,0,0,0.0
1830,2015,Republica Dominicana,0,0,0.0
1831,2016,Republica Dominicana,0,0,0.0
1832,2017,Republica Dominicana,0,0,0.0
1833,2018,Republica Dominicana,0,0,0.0
1834,2019,Republica Dominicana,0,0,0.0
1835,2020,Republica Dominicana,0,0,0.0
1836,2021,Republica Dominicana,0,0,0.0
1837,2022,Republica Dominicana,0,0,0.0
1838,2023,Republica Dominicana,0,0,0.0
1839,2024,Republica Dominicana,0,0,0.0
1841,2010,Russia,0,0,0.0
1842,2011,Russia,0,0,0.0
1843,2012,Russia,4528176,2103968,0.46463918363597173
1844,2013,Russia,5893291,14795694,2.5105995953703966
1845,2014,Russia,190656,61440,0.32225579053373615
1846,2015,Russia,47664,18240,0.3826787512588117
1847,2016,Russia,0,0,0.0
1848,2017,Russia,0,0,0.0
1849,2018,Russia,0,0,0.0
1850,2019,Russia,0,0,0.0
1851,2020,Russia,1463,8550,5.8441558441558445
1852,2021,Russia,181931,312926,1.7200257240382342
1853,2022,Russia,66046,118618,1.7959906731671864
1854,2023,Russia,0,0,0.0
1855,2024,Russia,56,338,6.035714285714286
1857,2010,Sao Cristovao e Nevis,0,0,0.0
1858,2011,Sao Cristovao e Nevis,0,0,0.0
1859,2012,Sao Cristovao e Nevis,0,0,0.0
1860,2013,Sao Cristovao e Nevis,0,0,0.0
1861,2014,Sao Cristovao e Nevis,0,0,0.0
1862,2015,Sao Cristovao e Nevis,0,0,0.0
1863,2016,Sao Cristovao e Nevis,0,0,0.0
1864,2017,Sao Cristovao e Nevis,0,0,0.0
1865,2018,Sao Cristovao e Nevis,0,0,0.0
1866,2019,Sao Cristovao e Nevis,0,0,0.0
1867,2020,Sao Cristovao e Nevis,0,0,0.0
1868,2021,Sao Cristovao e Nevis,0,0,0.0
1869,2022,Sao Cristovao e Nevis,0,0,0.0
1870,2023,Sao Cristovao e Nevis,16,31,1.9375
1871,2024,Sao Cristovao e Nevis,0,0,0.0
1873,2010,Sao Tome e Principe,0,0,0.0
1874,2011,Sao Tome e Principe,0,0,0.0
1875,2012,Sao Tome e Principe,0,0,0.0
1876,2013,Sao Tome e Principe,0,0,0.0
1877,2014,Sao Tome e Principe,0,0,0.0
1878,2015,Sao Tome e Principe,0,0,0.0
1879,2016,Sao Tome e Principe,0,0,0.0
1880,2017,Sao Tome e Principe,0,0,0.0
1881,2018,Sao Tome e Principe,2184,2357,1.0792124542124542
1882,2019,Sao Tome e Principe,0,0,0.0
1883,2020,Sao Tome e Principe,0,0,0.0
1884,2021,Sao Tome e Principe,0,0,0.0
1885,2022,Sao Tome e Principe,0,0,0.0
1886,2023,Sao Tome e Principe,0,0,0.0
1887,2024,Sao Tome e Principe,0,0,0.0
1889,2010,Sao Vicente e Granadinas,0,0,0.0
1890,2011,Sao Vicente e Granadinas,0,0,0.0
1891,2012,Sao Vicente e Granadinas,0,0,0.0
1892,2013,Sao Vicente e Granadinas,0,0,0.0
1893,2014,Sao Vicente e Granadinas,0,0,0.0
1894,2015,Sao Vicente e Granadinas,0,0,0.0
1895,2016,Sao Vicente e Granadinas,0,0,0.0
1896,2017,Sao Vicente e Granadinas,0,0,0.0
1897,2018,Sao Vicente e Granadinas,0,0,0.0
1898,2019,Sao Vicente e Granadinas,0,0,0.0
1899,2020,Sao Vicente e Granadinas,0,0,0.0
1900,2021,Sao Vicente e Granadinas,8,48,6.0
1901,2022,Sao Vicente e Granadinas,20,51,2.55
1902,2023,Sao Vicente e Granadinas,39,139,3.5641025641025643
1903,2024,Sao Vicente e Granadinas,0,0,0.0
1905,2010,Senegal,0,0,0.0
1906,2011,Senegal,0,0,0.0
1907,2012,Senegal,0,0,0.0
1908,2013,Senegal,0,0,0.0
1909,2014,Senegal,0,0,0.0
1910,2015,Senegal,0,0,0.0
1911,2016,Senegal,0,0,0.0
1912,2017,Senegal,0,0,0.0
1913,2018,Senegal,0,0,0.0
1914,2019,Senegal,0,0,0.0
1915,2020,Senegal,0,0,0.0
1916,2021,Senegal,0,0,0.0
1917,2022,Senegal,0,0,0.0
1918,2023,Senegal,0,0,0.0
1919,2024,Senegal,0,0,0.0
1921,2010,Serra Leoa,0,0,0.0
1922,2011,Serra Leoa,0,0,0.0
1923,2012,Serra Leoa,0,0,0.0
1924,2013,Serra Leoa,0,0,0.0
1925,2014,Serra Leoa,0,0,0.0
1926,2015,Serra Leoa,0,0,0.0
1927,2016,Serra Leoa,0,0,0.0
1928,2017,Serra Leoa,0,0,0.0
1929,2018,Serra Leoa,0,0,0.0
1930,2019,Serra Leoa,18,717,39.833333333333336
1931,2020,Serra Leoa,9240,13050,1.4123376623376624
1932,2021,Serra Leoa,6525,12955,1.9854406130268198
1933,2022,Serra Leoa,8101,15182,1.8740896185656093
